Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,2.8e-05,0.00014,0.04727292060852051,100000,99999
1,2.8e-05,0.00014,0.031270742416381836,100000,99999
2,2.8e-05,0.00014,0.03125,100000,99999
3,2.8e-05,0.00014,0.03167295455932617,100000,99999
4,2.8e-05,0.00014,0.046921730041503906,100000,99999
5,2.8e-05,0.00014,0.037764549255371094,100000,99999
6,2.8e-05,0.00014,0.03126883506774902,100000,99999
7,2.8e-05,0.00014,0.046874284744262695,100000,99999
8,2.8e-05,0.00014,0.03167128562927246,100000,99999
9,2.8e-05,0.00014,0.031244993209838867,100000,99999
