Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,2.8e-05,5.6e-05,0.0,25001,25000
1,2.8e-05,5.6e-05,0.0,25001,25000
2,2.8e-05,5.6e-05,0.0,25001,25000
3,2.8e-05,5.6e-05,0.0,25001,25000
4,2.8e-05,5.6e-05,0.0,25001,25000
5,2.8e-05,5.6e-05,0.0,25001,25000
6,2.8e-05,5.6e-05,0.0,25001,25000
7,2.8e-05,5.6e-05,0.0,25001,25000
8,2.8e-05,5.6e-05,0.0,25001,25000
9,2.8e-05,5.6e-05,0.0,25001,25000
