Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,2.8e-05,0.00014,0.04687380790710449,23054,89999
1,2.8e-05,0.00014,0.031662940979003906,23054,89999
2,2.8e-05,0.00014,0.031245708465576172,23054,89999
3,2.8e-05,0.00014,0.037824392318725586,23054,89999
4,2.8e-05,0.00014,0.03126192092895508,23054,89999
5,2.8e-05,0.00014,0.031252384185791016,23054,89999
6,2.8e-05,0.00014,0.03166794776916504,23054,89999
7,2.8e-05,0.00014,0.031253814697265625,23054,89999
8,2.8e-05,0.00014,0.03225350379943848,23054,89999
9,2.8e-05,0.00014,0.031265974044799805,23054,89999
