Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,2.8e-05,0.00014,0.7999629974365234,48915,2199963
1,2.8e-05,0.00014,0.8637645244598389,48915,2199963
2,2.8e-05,0.00014,0.784489631652832,48915,2199963
3,2.8e-05,0.00014,0.8152575492858887,48915,2199963
4,2.8e-05,0.00014,0.7532525062561035,48915,2199963
5,2.8e-05,0.00014,0.8478262424468994,48915,2199963
6,2.8e-05,0.00014,0.8001456260681152,48915,2199963
7,2.8e-05,0.00014,0.8626499176025391,48915,2199963
8,2.8e-05,0.00014,0.894127368927002,48915,2199963
9,2.8e-05,0.00014,0.7845067977905273,48915,2199963
