Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,2.8e-05,0.00014,0.0010004043579101562,1117,1799
1,2.8e-05,0.00014,0.0010535717010498047,1117,1799
2,2.8e-05,0.00014,0.002027273178100586,1117,1799
3,2.8e-05,0.00014,0.0009982585906982422,1117,1799
4,2.8e-05,0.00014,0.0009980201721191406,1117,1799
5,2.8e-05,0.00014,0.0,1117,1799
6,2.8e-05,0.00014,0.001004934310913086,1117,1799
7,2.8e-05,0.00014,0.0020368099212646484,1117,1799
8,2.8e-05,0.00014,0.001043558120727539,1117,1799
9,2.8e-05,0.00014,0.0010554790496826172,1117,1799
