Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,0.000492,0.000751,650.72582960128784,1209,4499
1,5.2e-05,0.000287,644.1710135936737,1209,4499
