Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,0.0,0.00014,0.0009963512420654297,44781,-1
1,0.0,0.00014,0.0010023117065429688,44781,-1
2,0.0,0.00014,0.0020558834075927734,44781,-1
3,0.0,0.00014,0.0010263919830322266,44781,-1
4,0.0,0.00014,0.0010530948638916016,44781,-1
5,0.0,0.00014,0.0010485649108886719,44781,-1
6,0.0,0.00014,0.002041339874267578,44781,-1
7,0.0,0.00014,0.0010464191436767578,44781,-1
8,0.0,0.00014,0.0010895729064941406,44781,-1
9,0.0,0.00014,0.0009853839874267578,44781,-1
