Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,2.8e-05,0.00014,1.7888736724853516,93451,93451
1,2.8e-05,0.00014,1.791717290878296,93451,93451
2,2.8e-05,0.00014,1.7722971439361572,93451,93451
3,2.8e-05,0.00014,1.7893412113189697,93451,93451
4,2.8e-05,0.00014,1.7104527950286865,93451,93451
5,2.8e-05,0.00014,1.9295201301574707,93451,93451
6,2.8e-05,0.00014,1.960874319076538,93451,93451
7,2.8e-05,0.00014,1.7909526824951172,93451,93451
8,2.8e-05,0.00014,1.6836543083190918,93451,93451
9,2.8e-05,0.00014,1.7344810962677002,93451,93451
