Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,2.8e-05,0.00014,0.19697046279907227,500000,499999
1,2.8e-05,0.00014,0.18792033195495605,500000,499999
2,2.8e-05,0.00014,0.188323974609375,500000,499999
3,2.8e-05,0.00014,0.18836283683776855,500000,499999
4,2.8e-05,0.00014,0.18832063674926758,500000,499999
5,2.8e-05,0.00014,0.18836116790771484,500000,499999
6,2.8e-05,0.00014,0.2039353847503662,500000,499999
7,2.8e-05,0.00014,0.20394420623779297,500000,499999
8,2.8e-05,0.00014,0.17270731925964355,500000,499999
9,2.8e-05,0.00014,0.18831777572631836,500000,499999
