Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,0.00046,0.000572,0.29834556579589844,995838,881994
1,5.2e-05,0.00014,0.313978910446167,995838,881994
2,5.2e-05,0.00014,0.35849666595458984,995838,881994
3,5.2e-05,0.00014,0.3137333393096924,995838,881994
4,5.2e-05,0.00014,0.2975800037384033,995838,881994
5,5.2e-05,0.00014,0.34337472915649414,995838,881994
6,5.2e-05,0.00014,0.34536218643188477,995838,881994
7,5.2e-05,0.00014,0.3922293186187744,995838,881994
8,5.2e-05,0.00014,0.3449721336364746,995838,881994
9,5.2e-05,0.00014,0.3768272399902344,995838,881994
