Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,2.8e-05,0.00014,7.347019910812378,34306736,20449207
1,2.8e-05,0.00014,7.064148664474487,34306736,20449207
2,2.8e-05,0.00014,7.137293577194214,34306736,20449207
3,2.8e-05,0.00014,7.403456449508667,34306736,20449207
4,2.8e-05,0.00014,7.1871607303619385,34306736,20449207
5,2.8e-05,0.00014,7.220643520355225,34306736,20449207
6,2.8e-05,0.00014,7.172261476516724,34306736,20449207
7,2.8e-05,0.00014,7.392948389053345,34306736,20449207
8,2.8e-05,0.00014,6.903339624404907,34306736,20449207
9,2.8e-05,0.00014,7.309381723403931,34306736,20449207
