Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,2.8e-05,0.00014,0.033757686614990234,60197,60196
1,2.8e-05,0.00014,0.031263113021850586,60197,60196
2,2.8e-05,0.00014,0.026163339614868164,60197,60196
3,2.8e-05,0.00014,0.015622615814208984,60197,60196
4,2.8e-05,0.00014,0.031676292419433594,60197,60196
5,2.8e-05,0.00014,0.03125452995300293,60197,60196
6,2.8e-05,0.00014,0.02965092658996582,60197,60196
7,2.8e-05,0.00014,0.015645980834960938,60197,60196
8,2.8e-05,0.00014,0.031242847442626953,60197,60196
9,2.8e-05,0.00014,0.03165841102600098,60197,60196
