Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,0.0,0.00014,0.3605945110321045,96259,-1
1,0.0,0.00014,0.3141188621520996,96259,-1
2,0.0,0.00014,0.3288569450378418,96259,-1
3,0.0,0.00014,0.3610100746154785,96259,-1
4,0.0,0.00014,0.34499311447143555,96259,-1
5,0.0,0.00014,0.3605351448059082,96259,-1
6,0.0,0.00014,0.3812446594238281,96259,-1
7,0.0,0.00014,0.4079017639160156,96259,-1
8,0.0,0.00014,0.3605954647064209,96259,-1
9,0.0,0.00014,0.31772708892822266,96259,-1
