Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,0.00046,0.000572,3.1387462615966797,7579820,2980996
1,5.2e-05,0.00014,3.325845718383789,7579820,2980996
2,5.2e-05,0.00014,3.1213974952697754,7579820,2980996
3,5.2e-05,0.00014,3.200450897216797,7579820,2980996
4,5.2e-05,0.00014,3.0921990871429443,7579820,2980996
5,5.2e-05,0.00014,3.1839540004730225,7579820,2980996
6,5.2e-05,0.00014,3.3896186351776123,7579820,2980996
7,5.2e-05,0.00014,3.2338860034942627,7579820,2980996
8,5.2e-05,0.00014,3.265190362930298,7579820,2980996
9,5.2e-05,0.00014,3.0773074626922607,7579820,2980996
