Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,2.8e-05,0.00014,32.64864373207092,34306736,89999999
1,2.8e-05,0.00014,31.256126165390015,34306736,89999999
2,2.8e-05,0.00014,32.17300033569336,34306736,89999999
3,2.8e-05,0.00014,31.954060554504395,34306736,89999999
4,2.8e-05,0.00014,31.101939916610718,34306736,89999999
5,2.8e-05,0.00014,31.558823347091675,34306736,89999999
6,2.8e-05,0.00014,30.95054793357849,34306736,89999999
7,2.8e-05,0.00014,31.529317378997803,34306736,89999999
8,2.8e-05,0.00014,32.55999398231506,34306736,89999999
9,2.8e-05,0.00014,31.716209650039673,34306736,89999999
