Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,0.000432,0.000572,0.2039799690246582,0,0
1,2.4e-05,0.00014,0.18832731246948242,0,0
2,2.4e-05,0.00014,0.15706419944763184,0,0
3,2.4e-05,0.00014,0.17268133163452148,0,0
4,2.4e-05,0.00014,0.18829870223999023,0,0
5,2.4e-05,0.00014,0.1570298671722412,0,0
6,2.4e-05,0.00014,0.17270946502685547,0,0
7,2.4e-05,0.00014,0.15709900856018066,0,0
8,2.4e-05,0.00014,0.1726522445678711,0,0
9,2.4e-05,0.00014,0.1566483974456787,0,0
