Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,0.0,0.00014,0.031253814697265625,79964,-1
1,0.0,0.00014,0.022153377532958984,79964,-1
2,0.0,0.00014,0.01565265655517578,79964,-1
3,0.0,0.00014,0.015627384185791016,79964,-1
4,0.0,0.00014,0.015629053115844727,79964,-1
5,0.0,0.00014,0.015614509582519531,79964,-1
6,0.0,0.00014,0.01602792739868164,79964,-1
7,0.0,0.00014,0.015644550323486328,79964,-1
8,0.0,0.00014,0.015625953674316406,79964,-1
9,0.0,0.00014,0.015627384185791016,79964,-1
