Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,2.8e-05,0.00014,0.4078695774078369,85245,85245
1,2.8e-05,0.00014,0.3766906261444092,85245,85245
2,2.8e-05,0.00014,0.3833761215209961,85245,85245
3,2.8e-05,0.00014,0.32934999465942383,85245,85245
4,2.8e-05,0.00014,0.3449721336364746,85245,85245
5,2.8e-05,0.00014,0.39250993728637695,85245,85245
6,2.8e-05,0.00014,0.329742431640625,85245,85245
7,2.8e-05,0.00014,0.3451542854309082,85245,85245
8,2.8e-05,0.00014,0.33634305000305176,85245,85245
9,2.8e-05,0.00014,0.3922574520111084,85245,85245
