Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,2.8e-05,0.00014,19.671380281448364,8051,57175839
1,2.8e-05,0.00014,19.43913769721985,8051,57175839
2,2.8e-05,0.00014,19.372254133224487,8051,57175839
3,2.8e-05,0.00014,19.3524386882782,8051,57175839
4,2.8e-05,0.00014,19.68340301513672,8051,57175839
5,2.8e-05,0.00014,19.74695634841919,8051,57175839
6,2.8e-05,0.00014,20.298125505447388,8051,57175839
7,2.8e-05,0.00014,19.750504970550537,8051,57175839
8,2.8e-05,0.00014,19.627142667770386,8051,57175839
9,2.8e-05,0.00014,20.2115478515625,8051,57175839
