Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,0.0,0.00014,0.32227087020874023,64217,-1
1,0.0,0.00014,0.31372976303100586,64217,-1
2,0.0,0.00014,0.36099791526794434,64217,-1
3,0.0,0.00014,0.28244757652282715,64217,-1
4,0.0,0.00014,0.3137037754058838,64217,-1
5,0.0,0.00014,0.3137228488922119,64217,-1
6,0.0,0.00014,0.3293595314025879,64217,-1
7,0.0,0.00014,0.30515313148498535,64217,-1
8,0.0,0.00014,0.3293449878692627,64217,-1
9,0.0,0.00014,0.35147905349731445,64217,-1
