Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,2.8e-05,5.6e-05,0.0,500,500
1,2.8e-05,5.6e-05,0.0,500,500
2,2.8e-05,5.6e-05,0.0,500,500
3,2.8e-05,5.6e-05,0.0,500,500
4,2.8e-05,5.6e-05,0.0,500,500
5,2.8e-05,5.6e-05,0.0,500,500
6,2.8e-05,5.6e-05,0.0,500,500
7,2.8e-05,5.6e-05,0.0,500,500
8,2.8e-05,5.6e-05,0.0,500,500
9,2.8e-05,5.6e-05,0.0,500,500
