Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,2.8e-05,0.00014,0.17273354530334473,22168,91781
1,2.8e-05,0.00014,0.15704584121704102,22168,91781
2,2.8e-05,0.00014,0.17227578163146973,22168,91781
3,2.8e-05,0.00014,0.1722886562347412,22168,91781
4,2.8e-05,0.00014,0.17267084121704102,22168,91781
5,2.8e-05,0.00014,0.1726984977722168,22168,91781
6,2.8e-05,0.00014,0.1726977825164795,22168,91781
7,2.8e-05,0.00014,0.15666580200195312,22168,91781
8,2.8e-05,0.00014,0.14143729209899902,22168,91781
9,2.8e-05,0.00014,0.1567058563232422,22168,91781
