Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,2.8e-05,0.00014,0.015615463256835938,50000,49999
1,2.8e-05,0.00014,0.015641450881958008,50000,49999
2,2.8e-05,0.00014,0.01562952995300293,50000,49999
3,2.8e-05,0.00014,0.015644311904907227,50000,49999
4,2.8e-05,0.00014,0.024138450622558594,50000,49999
5,2.8e-05,0.00014,0.015639305114746094,50000,49999
6,2.8e-05,0.00014,0.015619277954101562,50000,49999
7,2.8e-05,0.00014,0.015619754791259766,50000,49999
8,2.8e-05,0.00014,0.02316904067993164,50000,49999
9,2.8e-05,0.00014,0.015645980834960938,50000,49999
