Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,0.000464,0.000608,0.07552456855773926,123,62
1,2.4e-05,0.000144,0.0781245231628418,123,62
