Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,2.8e-05,0.000196,0.0,82136,82136
1,2.8e-05,0.000196,0.0,82136,82136
2,2.8e-05,0.000196,0.0,82136,82136
3,2.8e-05,0.000196,0.0,82136,82136
4,2.8e-05,0.000196,0.0,82136,82136
5,2.8e-05,0.000196,0.0,82136,82136
6,2.8e-05,0.000196,0.0,82136,82136
7,2.8e-05,0.000196,0.0,82136,82136
8,2.8e-05,0.000196,0.0,82136,82136
9,2.8e-05,0.000196,0.0,82136,82136
