Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,2.8e-05,0.000196,0.0,63903,63903
1,2.8e-05,0.000196,0.0,63903,63903
2,2.8e-05,0.000196,0.0,63903,63903
3,2.8e-05,0.000196,0.0,63903,63903
4,2.8e-05,0.000196,0.0,63903,63903
5,2.8e-05,0.000196,0.0,63903,63903
6,2.8e-05,0.000196,0.0,63903,63903
7,2.8e-05,0.000196,0.0,63903,63903
8,2.8e-05,0.000196,0.0,63903,63903
9,2.8e-05,0.000196,0.0,63903,63903
