Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,2.8e-05,0.00014,0.17231345176696777,359255,449999
1,2.8e-05,0.00014,0.17268586158752441,359255,449999
2,2.8e-05,0.00014,0.17268657684326172,359255,449999
3,2.8e-05,0.00014,0.18831944465637207,359255,449999
4,2.8e-05,0.00014,0.1566624641418457,359255,449999
5,2.8e-05,0.00014,0.17269539833068848,359255,449999
6,2.8e-05,0.00014,0.17269611358642578,359255,449999
7,2.8e-05,0.00014,0.17377781867980957,359255,449999
8,2.8e-05,0.00014,0.17229676246643066,359255,449999
9,2.8e-05,0.00014,0.17270255088806152,359255,449999
