Iteracao,Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB),Tempo de Execucao (s),X,Indice
0,0.000472,0.000644,0.031238079071044922,22915,0
1,2.4e-05,0.000172,0.03167104721069336,22915,0
